diagnosedatum;kanton;bezirk;gemeinde;seuchengruppe;tierseuche;tierart;tierkategorie;anzahlinfizierterfaelle;anzahlgetoetefaelle
"01.05.2009";"Bern";"Aarwangen";"Leimiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"01.05.2009";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"01.05.2009";"Bern";"Burgdorf";"Kirchberg (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"01.05.2009";"Bern";"Burgdorf";"Oberburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"05.05.2009";"Bern";"Wangen";"Ochlenberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"05.05.2009";"Bern";"Wangen";"Seeberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"05.05.2009";"Bern";"Wangen";"Herzogenbuchsee";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.05.2009";"Bern";"Saanen";"Gsteig";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.05.2009";"Bern";"Oberhasli";"Innertkirchen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.05.2009";"Bern";"Thun (bis 2010)";"Thierachern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.05.2009";"Bern";"Thun (bis 2010)";"Forst-Längenbühl";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.05.2009";"Bern";"Seftigen";"Zimmerwald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.05.2009";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"07.05.2009";"Bern";"Seftigen";"Riggisberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
