Country,StartTime,Work and study,Travel to/from work/study,Household work,Sleep and other personal care,Eating,Freetime,TV and video,Unspecified time
Estonia,23:00,3.73,0.64,3.53,66.66,1.24,9.73,13.98,0.49
Estonia,23:10,3.54,0.51,2.89,69.15,1.27,8.93,13.19,0.51
Estonia,23:20,3.48,0.46,2.18,71.88,1.01,8.65,11.94,0.4
Estonia,23:30,3.31,0.39,1.93,75.44,0.92,7.67,10.05,0.28
Estonia,23:40,3.18,0.34,1.6,78.07,0.66,7.17,8.66,0.33
Estonia,23:50,3.11,0.16,1.3,81.16,0.59,6.06,7.21,0.4
Estonia,0:00,2.66,0.2,1.08,85.71,0.53,4.85,4.67,0.3
Estonia,0:10,2.64,0.17,0.64,87.38,0.48,4.45,4.05,0.2
Estonia,0:20,2.59,0.07,0.65,88.92,0.39,4.04,3.18,0.15
Estonia,0:30,2.59,0.08,0.56,90.03,0.31,3.7,2.63,0.1
Estonia,0:40,2.55,0.05,0.61,90.92,0.29,3.28,2.19,0.11
Estonia,0:50,2.41,0.11,0.54,91.96,0.16,2.94,1.77,0.11
Estonia,1:00,2.25,0.12,0.46,93.54,0.15,2.2,1.16,0.12
Estonia,1:10,2.28,0.05,0.35,94.11,0.17,1.99,0.96,0.08
Estonia,1:20,2.19,0.05,0.34,94.57,0.21,1.84,0.73,0.06
Estonia,1:30,2.18,0.05,0.31,95,0.17,1.7,0.55,0.03
Estonia,1:40,2.15,0.07,0.29,95.3,0.17,1.47,0.52,0.03
Estonia,1:50,2.15,0.09,0.3,95.43,0.14,1.48,0.35,0.05
Estonia,2:00,2.12,0.06,0.33,95.74,0.14,1.29,0.27,0.03
Estonia,2:10,2.11,0.07,0.34,95.99,0.19,1.05,0.21,0.06
Estonia,2:20,2.13,0.04,0.29,96.23,0.15,0.88,0.19,0.09
Estonia,2:30,2.13,0.04,0.3,96.33,0.14,0.79,0.18,0.09
Estonia,2:40,2.18,0.06,0.22,96.5,0.08,0.68,0.19,0.09
Estonia,2:50,2.13,0.07,0.28,96.59,0.05,0.67,0.16,0.04
Estonia,3:00,2.14,0.06,0.34,96.71,0.08,0.55,0.08,0.04
Estonia,3:10,2.15,0.05,0.32,96.87,0.04,0.45,0.08,0.04
Estonia,3:20,2.15,0.06,0.34,96.89,0.05,0.41,0.08,0.01
Estonia,3:30,2.14,0.04,0.32,96.91,0.08,0.42,0.08,0.01
Estonia,3:40,2.19,0.1,0.27,96.98,0.05,0.34,0.05,0.01
Estonia,3:50,2.22,0.08,0.29,97.07,0.04,0.23,0.05,0.01
Germany,4:00,0.96,0.11,0.35,97.89,0.06,0.56,0.07,0
Germany,4:10,0.98,0.1,0.34,97.78,0.23,0.49,0.08,0
Germany,4:20,0.98,0.19,0.45,97.46,0.31,0.53,0.08,0
Germany,4:30,1.01,0.37,0.59,96.93,0.44,0.59,0.07,0
Germany,4:40,1.02,0.6,0.66,96.46,0.61,0.57,0.07,0
Germany,4:50,1.15,0.75,0.77,95.8,0.84,0.62,0.07,0.01
Germany,5:00,1.37,0.85,1,94.62,1.09,1.02,0.05,0.01
Germany,5:10,1.51,1.17,1.2,93.79,1.26,1.01,0.05,0.01
Germany,5:20,1.73,1.58,1.52,92.39,1.66,1.02,0.09,0
Germany,5:30,2.04,2.31,1.92,90.69,1.75,1.14,0.15,0.01
Germany,5:40,2.4,2.64,2.37,88.98,2.02,1.43,0.14,0.01
Germany,5:50,2.9,2.78,2.75,87.07,2.52,1.82,0.15,0.02
Germany,6:00,4.24,2.89,3.57,83.4,3.28,2.44,0.16,0.02
Germany,6:10,4.6,3.21,4.77,80.48,4.18,2.52,0.2,0.04
Germany,6:20,4.98,3.78,5.44,77.25,5.29,2.97,0.24,0.04
Germany,6:30,6.14,4.49,6.4,72.76,6.23,3.71,0.2,0.07
Germany,6:40,6.92,5.36,7.37,69.41,6.66,3.92,0.26,0.09
Germany,6:50,8.14,5.96,7.93,66.19,7,4.37,0.32,0.09
Germany,7:00,11.14,5.26,9.3,60.81,8.06,4.91,0.41,0.12
Germany,7:10,12.56,5.39,10.25,57.21,8.95,5.15,0.33,0.16
Germany,7:20,13.98,5.52,11.39,52.87,9.98,5.65,0.44,0.18
Germany,7:30,16.34,5.26,12.51,48.17,10.66,6.44,0.44,0.18
Germany,7:40,17.92,5.48,13.53,44.87,10.55,7.03,0.39,0.21
Germany,7:50,19.34,5.15,14.61,41.31,11.26,7.68,0.4,0.25
Germany,8:00,22.42,3.4,16.88,36.01,11.9,8.69,0.39,0.32
Germany,8:10,23.7,2.96,18.04,32.77,13.14,8.68,0.41,0.3
Germany,8:20,24.63,2.61,19.86,28.81,13.95,9.38,0.38,0.38
Germany,8:30,25.14,2.49,21.86,24.69,14.2,10.88,0.32,0.41
Germany,8:40,25.78,2.33,23.15,21.71,14.37,11.89,0.39,0.41
Germany,8:50,26.48,2.08,24.3,19.75,13.83,12.75,0.46,0.34
Germany,9:00,24.98,1.65,26.42,17.14,13.43,15.35,0.62,0.4
Germany,9:10,25.7,1.53,27.33,15.2,12.92,16.27,0.68,0.38
Germany,9:20,27.68,1.35,28.64,13.34,11.75,16.11,0.65,0.49
Germany,9:30,28.77,1.38,30.15,11.89,9.85,16.85,0.7,0.42
Germany,9:40,29.32,1.42,31.04,10.54,9.07,17.4,0.76,0.45
Germany,9:50,29.58,1.29,31.22,9.78,8.34,18.47,0.79,0.54
Germany,10:00,29.73,1.1,33.6,8.18,6.06,19.83,0.88,0.62
Germany,10:10,30.29,0.93,34.23,7.31,5.76,19.89,0.94,0.66
Germany,10:20,30.68,0.84,34.43,6.65,5.37,20.48,1.01,0.55
Germany,10:30,31.04,0.82,35.22,5.85,4.76,20.75,1.01,0.55
Germany,10:40,31.29,0.76,35.56,5.4,4.34,21.03,1.1,0.52
Germany,10:50,31.36,0.7,35.98,4.94,4.17,21.07,1.13,0.66
Germany,11:00,31.11,0.75,36.77,4.61,3.87,20.97,1.14,0.79
Germany,11:10,31.24,0.67,36.64,4.31,3.91,21.35,1.18,0.7
Germany,11:20,31.31,0.73,36.58,3.93,4.24,21.23,1.34,0.64
Germany,11:30,30.34,0.89,36.55,3.62,5.45,20.94,1.51,0.71
Germany,11:40,29.91,0.93,36.07,3.36,6.42,21.1,1.58,0.62
Germany,11:50,29.3,1.07,34.93,3.34,8.6,20.49,1.55,0.72
Germany,12:00,23.51,1.63,30.92,3.44,18.15,20.13,1.4,0.82
Germany,12:10,22.47,1.49,29.03,3.29,21.6,19.97,1.47,0.67
Germany,12:20,21.86,1.56,27.95,3.4,23.04,19.92,1.59,0.67
Germany,12:30,21.96,1.77,28.32,3.88,21.38,20.25,1.66,0.77
Germany,12:40,22.26,1.63,27.6,4.32,20.46,21.18,1.88,0.66
Germany,12:50,22.74,1.77,26.56,4.77,19.23,22.24,1.97,0.72
Germany,13:00,23.54,2.28,25.19,5.8,16.81,23.7,1.95,0.73
Germany,13:10,23.84,2.03,24.37,6.26,16.28,24.48,2.02,0.7
Germany,13:20,24.2,1.91,24.06,6.81,14.92,25.39,2.04,0.67
Germany,13:30,25.17,1.77,23.96,7.02,12.17,26.79,2.43,0.69
Germany,13:40,25.47,1.79,24.13,7.08,10.52,27.67,2.6,0.73
Germany,13:50,25.81,1.78,23.74,7.49,9.39,28.3,2.78,0.72
Germany,14:00,25.96,2.04,25.16,7.22,7.09,28.57,3.21,0.75
Germany,14:10,25.88,2.09,25.25,6.98,6.87,28.87,3.35,0.71
Germany,14:20,25.65,1.94,25.15,6.95,6.72,29.28,3.6,0.71
Germany,14:30,25.09,1.92,26.14,6.22,6.49,29.87,3.6,0.68
Germany,14:40,25.14,1.84,26.11,5.84,6.65,30.05,3.69,0.69
Germany,14:50,24.87,1.77,25.72,5.76,7.06,30.23,3.83,0.76
Germany,15:00,23.73,2.06,26.18,4.89,9.3,29.33,3.67,0.84
Germany,15:10,23.64,2.02,25.72,4.52,10.09,29.55,3.72,0.74
Germany,15:20,23.3,2.12,25.25,4.26,10.45,29.93,3.97,0.71
Germany,15:30,22.28,2.48,25.33,4.13,10.75,30.21,4.1,0.71
Germany,15:40,21.8,2.59,25.6,3.98,10.4,30.85,4.11,0.68
Germany,15:50,21.22,2.54,25.37,3.75,10.66,31.29,4.39,0.78
Germany,16:00,18.7,3.28,26.75,3.78,9.89,32.21,4.55,0.83
Germany,16:10,18.27,3.1,26.5,3.64,10.37,32.56,4.77,0.79
Germany,16:20,17.8,2.97,27,3.47,10.09,32.76,5.19,0.71
Germany,16:30,16.07,3.52,28.31,3.5,8.65,33.51,5.64,0.81
Germany,16:40,15.5,3.28,28.78,3.47,7.92,34.37,5.85,0.82
Germany,16:50,14.9,3.04,29.06,3.69,7.53,34.7,6.17,0.9
Germany,17:00,12.88,3.48,30.21,3.78,7.5,34.28,6.83,1.03
Germany,17:10,12.23,3.22,30.68,3.64,7.99,34.43,6.83,0.98
Germany,17:20,11.87,2.87,30.58,3.61,8.37,34.76,6.83,1.1
Germany,17:30,11.11,2.65,30.75,3.75,8.62,35.09,6.93,1.1
Germany,17:40,10.71,2.35,30.59,3.92,8.92,35.06,7.32,1.12
Germany,17:50,10.36,2.16,30.22,3.76,10.17,34.49,7.76,1.08
Germany,18:00,8.76,2.45,29.48,4.02,13.81,32.14,8.2,1.14
Germany,18:10,8.42,2.21,27.61,4.07,16.36,31.64,8.57,1.12
Germany,18:20,7.96,1.83,26.43,4.15,18.61,31.13,8.99,0.92
Germany,18:30,7.43,1.73,25.63,4.06,19.77,30.42,9.88,1.07
Germany,18:40,7.08,1.63,24.22,3.79,20.54,30.55,11.13,1.05
Germany,18:50,6.71,1.55,23.6,3.72,20.26,30.63,12.34,1.17
Germany,19:00,5.79,1.52,21.93,3.89,18.65,29.58,17.6,1.03
Germany,19:10,5.76,1.27,21.65,3.54,18.09,30.54,18.16,0.98
Germany,19:20,5.76,1.01,21.13,3.56,17.76,31.48,18.19,1.12
Germany,19:30,5.53,0.92,20.63,3.39,16.27,32.18,19.83,1.25
Germany,19:40,5.4,0.81,19.61,3.47,15.1,32.77,21.56,1.29
Germany,19:50,5.3,0.73,18.84,3.15,13.77,32.84,23.9,1.48
Germany,20:00,4.6,0.85,15.22,3.35,10.88,29.87,34.03,1.21
Germany,20:10,4.5,0.77,13.34,3.43,10.43,28.91,37.53,1.07
Germany,20:20,4.49,0.79,12.32,3.22,9.83,29.63,38.58,1.14
Germany,20:30,4.26,0.75,11.02,3.61,8.7,29.95,40.53,1.17
Germany,20:40,4.3,0.64,9.98,3.64,7.99,30,42.26,1.17
Germany,20:50,4.21,0.73,9.11,3.84,7.3,29.92,43.71,1.18
Germany,21:00,3.8,0.7,8.52,5.98,5.96,29.83,43.99,1.21
Germany,21:10,3.78,0.6,7.62,6.67,5.58,29.89,44.6,1.26
Germany,21:20,3.67,0.52,6.7,7.93,4.97,29.98,45.03,1.19
Germany,21:30,3.57,0.56,6.22,10.64,4.56,28.72,44.49,1.23
Germany,21:40,3.43,0.58,5.48,13.16,4.15,27.7,44.36,1.14
Germany,21:50,3.27,0.51,5.48,17.95,3.86,26.67,41.14,1.13
Germany,22:00,2.71,0.62,4.94,32.96,2.92,23.72,30.77,1.35
Germany,22:10,2.49,0.65,4.43,34.54,2.93,23.68,30.09,1.19
Germany,22:20,2.31,0.56,3.67,38.68,2.71,23.49,27.54,1.05
Germany,22:30,2.12,0.38,3.03,45.77,2.45,21.48,23.9,0.88
Germany,22:40,2.02,0.29,2.68,49.58,2.36,20.14,22.16,0.77
Germany,22:50,1.96,0.21,2.41,53.86,2.15,18.5,20.16,0.76
Germany,23:00,1.67,0.23,2.24,65.07,1.68,14.86,13.58,0.68
Germany,23:10,1.63,0.25,1.96,68.09,1.55,13.74,12.28,0.49
Germany,23:20,1.57,0.27,1.73,71.09,1.26,12.87,10.8,0.41
Germany,23:30,1.45,0.25,1.5,75.05,1.03,11.21,9.07,0.44
Germany,23:40,1.37,0.19,1.24,77.67,0.93,10.15,8.07,0.37
Germany,23:50,1.32,0.09,1.04,80.29,0.83,9.3,6.79,0.34
Germany,0:00,1.14,0.07,0.88,84.93,0.49,7.65,4.61,0.23
Germany,0:10,1.11,0.06,0.67,86.46,0.48,7.06,4,0.17
Germany,0:20,1.09,0.05,0.65,87.91,0.39,6.38,3.41,0.11
Germany,0:30,1.1,0.07,0.56,89.57,0.34,5.58,2.62,0.16
Germany,0:40,1.05,0.06,0.53,90.5,0.28,5.15,2.29,0.14
Germany,0:50,1.06,0.03,0.51,91.31,0.22,4.71,2.04,0.12
Germany,1:00,0.99,0.04,0.36,93.04,0.18,3.83,1.42,0.15
Germany,1:10,1,0.03,0.35,93.69,0.16,3.42,1.22,0.12
Germany,1:20,0.96,0.04,0.34,94.24,0.13,3.15,1.08,0.07
Germany,1:30,0.94,0.02,0.33,94.74,0.08,2.88,0.96,0.05
Germany,1:40,0.94,0.02,0.32,95.16,0.09,2.59,0.82,0.05
Germany,1:50,0.94,0.03,0.32,95.48,0.08,2.34,0.77,0.05
Germany,2:00,0.84,0.03,0.34,96.37,0.08,1.99,0.33,0.03
Germany,2:10,0.81,0.03,0.31,96.62,0.08,1.8,0.32,0.03
Germany,2:20,0.81,0.02,0.32,96.79,0.08,1.68,0.26,0.04
Germany,2:30,0.84,0.04,0.24,97.02,0.07,1.52,0.23,0.04
Germany,2:40,0.85,0.04,0.23,97.2,0.05,1.37,0.22,0.05
Germany,2:50,0.86,0.03,0.24,97.32,0.04,1.29,0.19,0.02
Germany,3:00,0.85,0.04,0.25,97.54,0.08,1.11,0.13,0
Germany,3:10,0.85,0.07,0.24,97.63,0.06,1.01,0.14,0
Germany,3:20,0.86,0.1,0.21,97.71,0.06,0.87,0.19,0
Germany,3:30,0.83,0.11,0.21,97.88,0.06,0.72,0.18,0
Germany,3:40,0.85,0.1,0.22,97.96,0.08,0.65,0.15,0
Germany,3:50,0.86,0.16,0.21,98.05,0.06,0.57,0.11,0
Italy,4:00,0.7,0.03,0.17,98.67,0.02,0.3,0.03,0.08
Italy,4:10,0.72,0.05,0.19,98.62,0.05,0.3,0.04,0.03
Italy,4:20,0.72,0.13,0.17,98.5,0.12,0.29,0.04,0.03
Italy,4:30,0.75,0.2,0.19,98.37,0.13,0.28,0.06,0.02
Italy,4:40,0.77,0.24,0.2,98.35,0.12,0.26,0.05,0.01
Italy,4:50,0.83,0.28,0.28,98.12,0.14,0.29,0.04,0.01
Italy,5:00,0.97,0.32,0.33,97.75,0.15,0.39,0.08,0.01
Italy,5:10,1.02,0.4,0.43,97.35,0.35,0.37,0.07,0.01
Italy,5:20,1.06,0.59,0.48,96.81,0.57,0.39,0.07,0.02
Italy,5:30,1.21,0.94,0.59,96.26,0.46,0.45,0.08,0.01
Italy,5:40,1.36,1.17,0.65,95.69,0.52,0.49,0.1,0.03
Italy,5:50,1.83,1.1,0.8,94.92,0.62,0.57,0.13,0.03
Italy,6:00,2.4,0.97,1.21,93.71,0.82,0.63,0.23,0.02
Italy,6:10,2.6,1.08,1.8,92.12,1.44,0.71,0.21,0.03
Italy,6:20,2.83,1.55,2.51,89.62,2.24,0.91,0.3,0.03
Italy,6:30,3.16,2.02,3.36,87.27,2.52,1.19,0.43,0.05
Italy,6:40,3.41,2.75,4.54,84.47,3.01,1.31,0.45,0.06
Italy,6:50,4.31,3.35,5.32,81.21,3.74,1.44,0.55,0.09
